Origine: nom UO;Bassin de collecte;Acteur: nom UO;Type de transaction;Sous type de transaction;Contenant;Prix de base;Indice;Date prix de base;Date de début;Date de fin
;Melun;TRSP2123-VEOLIA AUBINE - DAMMARIE LES LYS;Transport;Retrait;Benne 30m3 UO;360 €;Pas de variation;01/08/2020;31/01/2021;
;Melun;TRSP2123-VEOLIA AUBINE - DAMMARIE LES LYS;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);585 €;Pas de variation;01/08/2020;31/01/2021;
;Melun;TRSP2123-VEOLIA AUBINE - DAMMARIE LES LYS;Transport;Retrait;Benne 30m3;360 €;Pas de variation;01/08/2020;31/01/2021;
;Meaux;TRSP2123-VEOLIA AUBINE - MONTHYON;Transport;Retrait;Benne 30m3 UO;200 €;Pas de variation;01/08/2020;31/01/2021;
;Meaux;TRSP2123-VEOLIA AUBINE - MONTHYON;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);380 €;Pas de variation;01/08/2020;31/01/2021;
;Meaux;TRSP2123-VEOLIA AUBINE - MONTHYON;Transport;Retrait;Benne 30m3;200 €;Pas de variation;01/08/2020;31/01/2021;
;Poissy;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 UO;180 €;Pas de variation;01/08/2020;31/01/2021;
;Poissy;TRSP2123-SOTREMA;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);380 €;Pas de variation;01/08/2020;31/01/2021;
;Poissy;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 fermée;190 €;Pas de variation;01/08/2020;31/01/2021;
;Poissy;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3;160 €;Pas de variation;01/08/2020;31/01/2021;
;Mantes-la-Jolie;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 UO;200 €;Pas de variation;01/08/2020;31/01/2021;
;Mantes-la-Jolie;TRSP2123-SOTREMA;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);280 €;Pas de variation;01/08/2020;31/01/2021;
;Mantes-la-Jolie;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 fermée;175 €;Pas de variation;01/08/2020;31/01/2021;
;Mantes-la-Jolie;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3;175 €;Pas de variation;01/08/2020;31/01/2021;
;Créteil;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;145 €;Pas de variation;01/08/2020;31/01/2021;
;Créteil;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);315 €;Pas de variation;01/08/2020;31/01/2021;
;Créteil;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;145 €;Pas de variation;01/08/2020;31/01/2021;
;Créteil;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;145 €;Pas de variation;01/08/2020;31/01/2021;
;Versailles;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;170 €;Pas de variation;01/08/2020;31/01/2021;
;Versailles;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);373 €;Pas de variation;01/08/2020;31/01/2021;
;Versailles;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;202 €;Pas de variation;01/08/2020;31/01/2021;
;Versailles;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;170 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Quentin-en-Yvelines;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 UO;180 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Quentin-en-Yvelines;TRSP2123-SOTREMA;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);393 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Quentin-en-Yvelines;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 fermée;215 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Quentin-en-Yvelines;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3;180 €;Pas de variation;01/08/2020;31/01/2021;
;Saclay;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;156 €;Pas de variation;01/08/2020;31/01/2021;
;Saclay;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);315 €;Pas de variation;01/08/2020;31/01/2021;
;Saclay;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;166 €;Pas de variation;01/08/2020;31/01/2021;
;Saclay;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;139 €;Pas de variation;01/08/2020;31/01/2021;
;Rambouillet;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 UO;180 €;Pas de variation;01/08/2020;31/01/2021;
;Rambouillet;TRSP2123-SOTREMA;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);373 €;Pas de variation;01/08/2020;31/01/2021;
;Rambouillet;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 fermée;218 €;Pas de variation;01/08/2020;31/01/2021;
;Rambouillet;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3;180 €;Pas de variation;01/08/2020;31/01/2021;
;21-23 Paris Nord Ouest hors Paris / B ;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 UO;160 €;Pas de variation;01/08/2020;31/01/2021;
;21-23 Paris Nord Ouest hors Paris / B ;TRSP2123-SOTREMA;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);356 €;Pas de variation;01/08/2020;31/01/2021;
;21-23 Paris Nord Ouest hors Paris / B ;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 fermée;160 €;Pas de variation;01/08/2020;31/01/2021;
;21-23 Paris Nord Ouest hors Paris / B ;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3;160 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD OUEST _ PARIS / B;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;190 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD OUEST _ PARIS / B;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);397 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD OUEST _ PARIS / B;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;190 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD OUEST _ PARIS / B;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;190 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD OUEST_PARIS / A;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 UO;148 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD OUEST_PARIS / A;TRSP2123-SOTREMA;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);397 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD OUEST_PARIS / A;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3 fermée;148 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD OUEST_PARIS / A;TRSP2123-SOTREMA;Transport;Retrait;Benne 30m3;148 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD EST / A;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;148 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD EST / A;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);296 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD EST / A;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;148 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD EST / A;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;148 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD EST / B;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;154 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD EST / B;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);308 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD EST / B;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;154 €;Pas de variation;01/08/2020;31/01/2021;
;PARIS NORD EST / B;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;154 €;Pas de variation;01/08/2020;31/01/2021;
;Orly;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;114 €;Pas de variation;01/08/2020;31/01/2021;
;Orly;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);237 €;Pas de variation;01/08/2020;31/01/2021;
;Orly;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;125 €;Pas de variation;01/08/2020;31/01/2021;
;Orly;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;125 €;Pas de variation;01/08/2020;31/01/2021;
;Nemours;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;300 €;Pas de variation;01/08/2020;31/01/2021;
;Nemours;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;300 €;Pas de variation;01/08/2020;31/01/2021;
;Montereau-Fault-Yonne;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;300 €;Pas de variation;01/08/2020;31/01/2021;
;Montereau-Fault-Yonne;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;300 €;Pas de variation;01/08/2020;31/01/2021;
;Montereau-Fault-Yonne;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;300 €;Pas de variation;01/08/2020;31/01/2021;
;Évry;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;114 €;Pas de variation;01/08/2020;31/01/2021;
;Évry;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);238 €;Pas de variation;01/08/2020;31/01/2021;
;Évry;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;125 €;Pas de variation;01/08/2020;31/01/2021;
;Évry;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;125 €;Pas de variation;01/08/2020;31/01/2021;
;Étampes;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 UO;202 €;Pas de variation;01/08/2020;31/01/2021;
;Étampes;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);373 €;Pas de variation;01/08/2020;31/01/2021;
;Étampes;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3 fermée;218 €;Pas de variation;01/08/2020;31/01/2021;
;Étampes;TRSP2123-CENTRE PARISIEN DE RECYCLAGE (CPR);Transport;Retrait;Benne 30m3;218 €;Pas de variation;01/08/2020;31/01/2021;
;Toulon;TRSP2123-SUEZ RV MEDITERRANEE - NICE;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);464.96 €;Pas de variation;01/08/2020;31/01/2021;
;Toulon;TRSP2123-SUEZ RV MEDITERRANEE - NICE;Transport;Retrait;Benne 30m3;378.1 €;Pas de variation;01/08/2020;31/01/2021;
;Nice;TRSP2123-SUEZ RV MEDITERRANEE - NICE;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);200.09 €;Pas de variation;01/08/2020;31/01/2021;
;Nice;TRSP2123-SUEZ RV MEDITERRANEE - NICE;Transport;Retrait;Benne 30m3;126.81 €;Pas de variation;01/08/2020;31/01/2021;
;Menton - Vallée de la Roya;TRSP2123-SUEZ RV MEDITERRANEE - NICE;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);261.58 €;Pas de variation;01/08/2020;31/01/2021;
;Menton - Vallée de la Roya;TRSP2123-SUEZ RV MEDITERRANEE - NICE;Transport;Retrait;Benne 30m3;185.15 €;Pas de variation;01/08/2020;31/01/2021;
;Fréjus - Saint-Raphaël;TRSP2123-SUEZ RV MEDITERRANEE - NICE;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);347.61 €;Pas de variation;01/08/2020;31/01/2021;
;Fréjus - Saint-Raphaël;TRSP2123-SUEZ RV MEDITERRANEE - NICE;Transport;Retrait;Benne 30m3;249.78 €;Pas de variation;01/08/2020;31/01/2021;
;Arles;TRSP2123-SUEZ RV MEDITERRANEE - ISTRES;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);403.27 €;Pas de variation;01/08/2020;31/01/2021;
;Arles;TRSP2123-SUEZ RV MEDITERRANEE - ISTRES;Transport;Retrait;Benne 30m3;319.57 €;Pas de variation;01/08/2020;31/01/2021;
;Villefranche-sur-Saône;TRSP2123-SUEZ RV CENTRE EST - QUINCIEUX;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);336.67 €;Pas de variation;01/08/2020;31/01/2021;
;Villefranche-sur-Saône;TRSP2123-SUEZ RV CENTRE EST - QUINCIEUX;Transport;Retrait;Benne 30m3;224.01 €;Pas de variation;01/08/2020;31/01/2021;
;Oyonnax;TRSP2123-SUEZ RV CENTRE EST - BOURG-EN-BRESSE;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);524.15 €;Pas de variation;01/08/2020;31/01/2021;
;Oyonnax;TRSP2123-SUEZ RV CENTRE EST - BOURG-EN-BRESSE;Transport;Retrait;Benne 30m3;434.25 €;Pas de variation;01/08/2020;31/01/2021;
;Bourg-en-Bresse;TRSP2123-SUEZ RV CENTRE EST - BOURG-EN-BRESSE;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);290.5 €;Pas de variation;01/08/2020;31/01/2021;
;Bourg-en-Bresse;TRSP2123-SUEZ RV CENTRE EST - BOURG-EN-BRESSE;Transport;Retrait;Benne 30m3;174.13 €;Pas de variation;01/08/2020;31/01/2021;
;Moulins;TRSP2123-SUEZ RV CENTRE EST - CUSSET;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);440.26 €;Pas de variation;01/08/2020;31/01/2021;
;Moulins;TRSP2123-SUEZ RV CENTRE EST - CUSSET;Transport;Retrait;Benne 30m3;354.67 €;Pas de variation;01/08/2020;31/01/2021;
;Tarbes - Lourdes;TRSP 21-23 - SUEZ RV PYRENEES - JUILLAN;Transport;Retrait;Benne 30m3 UO;220.82 €;Pas de variation;01/08/2020;31/01/2021;
;Tarbes - Lourdes;TRSP 21-23 - SUEZ RV PYRENEES - JUILLAN;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);250.82 €;Pas de variation;01/08/2020;31/01/2021;
;Tarbes - Lourdes;TRSP 21-23 - SUEZ RV PYRENEES - JUILLAN;Transport;Retrait;Benne 30m3 fermée;223.62 €;Pas de variation;01/08/2020;31/01/2021;
;Tarbes - Lourdes;TRSP 21-23 - SUEZ RV PYRENEES - JUILLAN;Transport;Retrait;Benne 30m3;220.82 €;Pas de variation;01/08/2020;31/01/2021;
;Bayonne;TRSP 21-23 - SUEZ RV SUD OUEST - MOUGUERRE;Transport;Retrait;Benne 30m3 UO;284.39 €;Pas de variation;01/08/2020;31/01/2021;
;Bayonne;TRSP 21-23 - SUEZ RV SUD OUEST - MOUGUERRE;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);314.39 €;Pas de variation;01/08/2020;31/01/2021;
;Bayonne;TRSP 21-23 - SUEZ RV SUD OUEST - MOUGUERRE;Transport;Retrait;Benne 30m3 fermée;287.19 €;Pas de variation;01/08/2020;31/01/2021;
;Bayonne;TRSP 21-23 - SUEZ RV SUD OUEST - MOUGUERRE;Transport;Retrait;Benne 30m3;284.39 €;Pas de variation;01/08/2020;31/01/2021;
;Avignon;TRSP2123-SUEZ RV MEDITERRANEE - MONTFAVET;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);661.61 €;Pas de variation;01/08/2020;31/01/2021;
;Avignon;TRSP2123-SUEZ RV MEDITERRANEE - MONTFAVET;Transport;Retrait;Benne 30m3;501.42 €;Pas de variation;01/08/2020;31/01/2021;
;Châtellerault;TRSP 21-23 - SUEZ RV SUD OUEST - LES MILLAS;Transport;Retrait;Benne 30m3 UO;248.53 €;Pas de variation;01/08/2020;31/01/2021;
;Châtellerault;TRSP 21-23 - SUEZ RV SUD OUEST - LES MILLAS;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);275.28 €;Pas de variation;01/08/2020;31/01/2021;
;Châtellerault;TRSP 21-23 - SUEZ RV SUD OUEST - LES MILLAS;Transport;Retrait;Benne 30m3 fermée;251.33 €;Pas de variation;01/08/2020;31/01/2021;
;Châtellerault;TRSP 21-23 - SUEZ RV SUD OUEST - LES MILLAS;Transport;Retrait;Benne 30m3;248.53 €;Pas de variation;01/08/2020;31/01/2021;
;Limoges;TRSP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;Transport;Retrait;Benne 30m3 UO;230.92 €;Pas de variation;01/08/2020;31/01/2021;
;Limoges;TRSP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);261.96 €;Pas de variation;01/08/2020;31/01/2021;
;Limoges;TRSP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;Transport;Retrait;Benne 30m3 fermée;233.72 €;Pas de variation;01/08/2020;31/01/2021;
;Limoges;TRSP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;Transport;Retrait;Benne 30m3;230.92 €;Pas de variation;01/08/2020;31/01/2021;
;Guéret;TRSP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;Transport;Retrait;Benne 30m3 UO;410.62 €;Pas de variation;01/08/2020;31/01/2021;
;Guéret;TRSP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);441.66 €;Pas de variation;01/08/2020;31/01/2021;
;Guéret;TRSP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;Transport;Retrait;Benne 30m3 fermée;413.42 €;Pas de variation;01/08/2020;31/01/2021;
;Guéret;TRSP2123-SUEZ RV CHARENTES LIMOUSIN - Limoges;Transport;Retrait;Benne 30m3;410.62 €;Pas de variation;01/08/2020;31/01/2021;
;Périgueux;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Retrait;Benne 30m3 UO;218.42 €;Pas de variation;01/08/2020;31/01/2021;
;Périgueux;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);248.66 €;Pas de variation;01/08/2020;31/01/2021;
;Périgueux;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Retrait;Benne 30m3 fermée;221.22 €;Pas de variation;01/08/2020;31/01/2021;
;Périgueux;TRSP 21-23 - SUEZ RV SUD OUEST - BOULAZAC;Transport;Retrait;Benne 30m3;218.42 €;Pas de variation;01/08/2020;31/01/2021;
;Verdun;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 UO;277 €;Pas de variation;01/08/2020;31/01/2021;
;Verdun;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 fermée;277 €;Pas de variation;01/08/2020;31/01/2021;
;Verdun;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3;277 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Dié-des-Vosges;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 UO;345 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Dié-des-Vosges;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 fermée;345 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Dié-des-Vosges;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3;345 €;Pas de variation;01/08/2020;31/01/2021;
;Remiremont;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 UO;388 €;Pas de variation;01/08/2020;31/01/2021;
;Remiremont;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 fermée;388 €;Pas de variation;01/08/2020;31/01/2021;
;Remiremont;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3;388 €;Pas de variation;01/08/2020;31/01/2021;
;Forbach;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 UO;192 €;Pas de variation;01/08/2020;31/01/2021;
;Forbach;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 fermée;192 €;Pas de variation;01/08/2020;31/01/2021;
;Forbach;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3;192 €;Pas de variation;01/08/2020;31/01/2021;
;Bar-le-Duc;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 UO;233 €;Pas de variation;01/08/2020;31/01/2021;
;Bar-le-Duc;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3 fermée;233 €;Pas de variation;01/08/2020;31/01/2021;
;Bar-le-Duc;TRSP2123-SUEZ RV NORD EST - Lorraine;Transport;Retrait;Benne 30m3;233 €;Pas de variation;01/08/2020;31/01/2021;
;Lens - Hénin;TRSP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Transport;Retrait;Benne 30m3 UO;133.49 €;Pas de variation;01/08/2020;31/01/2021;
;Lens - Hénin;TRSP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);234.43 €;Pas de variation;01/08/2020;31/01/2021;
;Lens - Hénin;TRSP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Transport;Retrait;Benne 30m3 fermée;205.68 €;Pas de variation;01/08/2020;31/01/2021;
;Lens - Hénin;TRSP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Transport;Retrait;Benne 30m3;125.99 €;Pas de variation;01/08/2020;31/01/2021;
;Roubaix - Tourcoing;TRSP2123-SUEZ RV LILLE - HAUBOURDIN;Transport;Retrait;Benne 30m3 UO;191.63 €;Pas de variation;01/08/2020;31/01/2021;
;Roubaix - Tourcoing;TRSP2123-SUEZ RV LILLE - HAUBOURDIN;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);289.16 €;Pas de variation;01/08/2020;31/01/2021;
;Roubaix - Tourcoing;TRSP2123-SUEZ RV LILLE - HAUBOURDIN;Transport;Retrait;Benne 30m3 fermée;259.38 €;Pas de variation;01/08/2020;31/01/2021;
;Roubaix - Tourcoing;TRSP2123-SUEZ RV LILLE - HAUBOURDIN;Transport;Retrait;Benne 30m3;184.38 €;Pas de variation;01/08/2020;31/01/2021;
;Thiérache;TRSP2123-SUEZ RV NORD EST - ST QUENTIN;Transport;Retrait;Benne 30m3 UO;667.59 €;Pas de variation;01/08/2020;31/01/2021;
;Thiérache;TRSP2123-SUEZ RV NORD EST - ST QUENTIN;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);771.22 €;Pas de variation;01/08/2020;31/01/2021;
;Thiérache;TRSP2123-SUEZ RV NORD EST - ST QUENTIN;Transport;Retrait;Benne 30m3 fermée;739.57 €;Pas de variation;01/08/2020;31/01/2021;
;Thiérache;TRSP2123-SUEZ RV NORD EST - ST QUENTIN;Transport;Retrait;Benne 30m3;659.89 €;Pas de variation;01/08/2020;31/01/2021;
;Valenciennes;TRSP2123-SUEZ RV NORD EST - LOURCHES;Transport;Retrait;Benne 30m3 UO;196.53 €;Pas de variation;01/08/2020;31/01/2021;
;Valenciennes;TRSP2123-SUEZ RV NORD EST - LOURCHES;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);278.87 €;Pas de variation;01/08/2020;31/01/2021;
;Valenciennes;TRSP2123-SUEZ RV NORD EST - LOURCHES;Transport;Retrait;Benne 30m3 fermée;265.42 €;Pas de variation;01/08/2020;31/01/2021;
;Valenciennes;TRSP2123-SUEZ RV NORD EST - LOURCHES;Transport;Retrait;Benne 30m3;190.42 €;Pas de variation;01/08/2020;31/01/2021;
;Tergnier;TRSP2123-SUEZ R&V NORD EST - OIRY;Transport;Retrait;Benne 30m3 UO;455 €;Pas de variation;01/08/2020;31/01/2021;
;Tergnier;TRSP2123-SUEZ R&V NORD EST - OIRY;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);537.34 €;Pas de variation;01/08/2020;31/01/2021;
;Tergnier;TRSP2123-SUEZ R&V NORD EST - OIRY;Transport;Retrait;Benne 30m3 fermée;523.88 €;Pas de variation;01/08/2020;31/01/2021;
;Tergnier;TRSP2123-SUEZ R&V NORD EST - OIRY;Transport;Retrait;Benne 30m3;448.88 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Omer;TRSP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Transport;Retrait;Benne 30m3 UO;286.27 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Omer;TRSP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);376.99 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Omer;TRSP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Transport;Retrait;Benne 30m3 fermée;354.53 €;Pas de variation;01/08/2020;31/01/2021;
;Saint-Omer;TRSP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Transport;Retrait;Benne 30m3;279.53 €;Pas de variation;01/08/2020;31/01/2021;
;Maubeuge;TRSP2123-SUEZ RV NORD EST - LOURCHES;Transport;Retrait;Benne 30m3 UO;262.25 €;Pas de variation;01/08/2020;31/01/2021;
;Maubeuge;TRSP2123-SUEZ RV NORD EST - LOURCHES;Transport;Retrait;bi-benne 30m3 (benne duo, camion remorque);344.58 €;Pas de variation;01/08/2020;31/01/2021;
;Maubeuge;TRSP2123-SUEZ RV NORD EST - LOURCHES;Transport;Retrait;Benne 30m3 fermée;331.13 €;Pas de variation;01/08/2020;31/01/2021;
;Maubeuge;TRSP2123-SUEZ RV NORD EST - LOURCHES;Transport;Retrait;Benne 30m3;256.13 €;Pas de variation;01/08/2020;31/01/2021;
;Douai;TRSP2123-SUEZ RV NORD EST - NOYELLES GODAULT;Transport;Retrait;Benne 30m3 UO;141.78 €;Pas de variation;01/08/2020;31/01/2021;
